Name,Role,Team,Results,Total Points,Avg Points Per Game,Game Played,Kill(+2),D(-0.5),A(+1.5),CS(+0.01),10+K/A(+2),"3K(+2),4K(+5),5k(+10)"
Link,Mid,Team Liquid,,0,0,0,0,0,0,0,0,0 / 0 / 0
Lourlo,Top,Team Liquid,,423.52,11.76,44,78,97,193,"12,831",5,0 / 1 / 0
,,TL vs. CLG,Loss (0-2),21.53,10.77,2,5,4,5,603,0,0 / 0 / 0
,,TL vs. FOX,Loss (0-2),8.12,4.06,2,0,2,2,612,0,0 / 0 / 0
,,TL vs. NV,Loss (1-2),20.68,10.34,3,5,4,9,987,0,0 / 0 / 0
,,TL vs. DIG,Win (2-1),30.25,15.13,3,5,6,17,872,1,0 / 0 / 0
,,TL vs. IMT,Loss (0-2),11.48,5.74,2,1,4,4,548,0,0 / 0 / 0
,,TL vs. TSM,Loss (0-2),17.71,8.86,2,2,3,6,621,0,0 / 0 / 0
,,TL vs. C9,Loss (0-2),26.69,13.35,2,4,4,9,719,0,0 / 0 / 0
,,TL vs. P1,Win (2-1),35.75,17.88,3,11,3,24,"1,046",2,0 / 1 / 0
,,TL vs. FOX,Loss (1-2),12.47,6.24,3,0,5,7,848,0,0 / 0 / 0
,,TL vs. CLG,Loss (0-2),6.15,3.08,2,2,11,2,465,0,0 / 0 / 0
,,TL vs. FLY,Loss (0-2),27.44,13.72,2,4,8,11,694,0,0 / 0 / 0
,,TL vs. TSM,Loss (0-2),32.22,16.11,2,7,6,10,622,0,0 / 0 / 0
,,TL vs. NV,Win (2-1),26.17,13.09,3,8,6,14,919,0,0 / 0 / 0
,,TL vs. P1,Win (2-0),47.14,23.57,2,6,1,19,514,1,0 / 0 / 0
,,TL vs. IMT,Loss (0-2),21.31,10.66,2,3,6,9,481,0,0 / 0 / 0
,,TL vs. C9,Loss (1-2),16.06,8.03,3,5,8,9,727,0,0 / 0 / 0
,,TL vs. FLY,Loss (1-2),37.22,18.61,3,6,9,26,855,1,0 / 0 / 0
,,TL vs. DIG,Loss (1-2),25.13,12.57,3,4,7,10,698,0,0 / 0 / 0
Matt,Support,Team Liquid,,380.56,11.89,38,26,96,275,833,12,0 / 0 / 0
,,TL vs. CLG,Loss (0-2),14.88,7.44,2,0,4,11,38,0,0 / 0 / 0
,,TL vs. FOX,Loss (0-2),9.35,4.68,2,1,1,5,35,0,0 / 0 / 0
,,TL vs. NV,Loss (1-2),31.39,15.7,3,3,9,23,57,1,0 / 0 / 0
,,TL vs. DIG,Win (2-1),30.86,15.43,3,4,8,27,55,2,0 / 0 / 0
,,TL vs. IMT,Loss (0-2),7.72,3.86,2,0,6,7,22,0,0 / 0 / 0
,,TL vs. TSM,Loss (0-2),27.57,13.79,2,1,8,18,57,1,0 / 0 / 0
,,TL vs. C9,Loss (0-2),0,0,0,0,0,0,0,0,0 / 0 / 0
,,TL vs. P1,Win (2-1),0,0,0,0,0,0,0,0,0 / 0 / 0
,,TL vs. FOX,Loss (1-2),15.01,7.51,2,0,4,11,51,0,0 / 0 / 0
,,TL vs. CLG,Loss (0-2),9.56,4.78,2,0,6,8,56,0,0 / 0 / 0
,,TL vs. FLY,Loss (0-2),30.44,15.22,2,0,8,21,94,1,0 / 0 / 0
,,TL vs. TSM,Loss (0-2),31.14,15.57,2,2,8,19,64,1,0 / 0 / 0
,,TL vs. NV,Win (2-1),18.95,9.48,3,3,5,16,80,0,0 / 0 / 0
,,TL vs. P1,Win (2-0),38.79,19.4,2,3,2,21,29,1,0 / 0 / 0
,,TL vs. IMT,Loss (0-2),17.28,8.64,2,3,5,9,28,0,0 / 0 / 0
,,TL vs. C9,Loss (1-2),22.31,11.16,3,0,6,20,45,1,0 / 0 / 0
,,TL vs. FLY,Loss (1-2),48.99,24.5,3,3,8,42,78,3,0 / 0 / 0
,,TL vs. DIG,Loss (1-2),26.32,13.16,3,3,8,17,44,1,0 / 0 / 0
Mickey,Mid,Team Liquid,,80.51,20.13,6,18,14,38,"2,030",1,0 / 0 / 0
,,TL vs. FLY,Loss (1-2),53.69,26.85,3,13,6,29,"1,199",1,0 / 0 / 0
,,TL vs. DIG,Loss (1-2),26.82,13.41,3,5,8,9,831,0,0 / 0 / 0
Piglet,AD Carry,Team Liquid,,559.52,15.54,44,157,94,171,"13,692",3,6 / 0 / 0
,,TL vs. CLG,Loss (0-2),26.51,13.26,2,9,3,3,551,0,0 / 0 / 0
,,TL vs. FOX,Loss (0-2),13.01,6.51,2,3,1,1,601,0,0 / 0 / 0
,,TL vs. NV,Loss (1-2),39.35,19.68,3,13,5,11,"1,057",0,0 / 0 / 0
,,TL vs. DIG,Win (2-1),42.33,21.17,3,15,9,16,"1,105",0,2 / 0 / 0
,,TL vs. IMT,Loss (0-2),15.62,7.81,2,4,3,3,462,0,0 / 0 / 0
,,TL vs. TSM,Loss (0-2),28.39,14.2,2,6,6,9,589,0,0 / 0 / 0
,,TL vs. C9,Loss (0-2),20.3,10.15,2,4,3,5,630,0,0 / 0 / 0
,,TL vs. P1,Win (2-1),30.62,15.31,3,13,9,23,"1,029",1,0 / 0 / 0
,,TL vs. FOX,Loss (1-2),23.28,11.64,3,8,2,3,952,0,0 / 0 / 0
,,TL vs. CLG,Loss (0-2),10.41,5.21,2,3,6,1,591,0,0 / 0 / 0
,,TL vs. FLY,Loss (0-2),42.43,21.22,2,12,3,8,793,0,0 / 0 / 0
,,TL vs. TSM,Loss (0-2),35.36,17.68,2,4,8,17,586,0,0 / 0 / 0
,,TL vs. NV,Win (2-1),22.3,11.15,3,9,8,9,"1,001",0,1 / 0 / 0
,,TL vs. P1,Win (2-0),51.79,25.9,2,7,1,20,629,1,0 / 0 / 0
,,TL vs. IMT,Loss (0-2),30.83,15.42,2,9,4,4,683,0,1 / 0 / 0
,,TL vs. C9,Loss (1-2),28.07,14.04,3,7,4,10,811,0,0 / 0 / 0
,,TL vs. FLY,Loss (1-2),63.38,31.69,3,20,11,20,881,1,2 / 0 / 0
,,TL vs. DIG,Loss (1-2),35.54,17.77,3,11,8,8,741,0,0 / 0 / 0
Reignover,Jungler,Team Liquid,,309.34,11.9,31,66,81,157,"4,839",3,0 / 0 / 0
,,TL vs. CLG,Loss (0-2),9.32,4.66,2,2,10,5,282,0,0 / 0 / 0
,,TL vs. FOX,Loss (0-2),6.5,3.25,2,2,4,1,300,0,0 / 0 / 0
,,TL vs. NV,Loss (1-2),32.89,16.45,3,5,5,17,512,1,0 / 0 / 0
,,TL vs. DIG,Win (2-1),30.25,15.13,3,7,10,20,523,1,0 / 0 / 0
,,TL vs. IMT,Loss (0-2),10.35,5.18,2,3,8,4,235,0,0 / 0 / 0
,,TL vs. TSM,Loss (0-2),34.61,17.31,2,10,4,9,311,0,0 / 0 / 0
,,TL vs. C9,Loss (0-2),14.21,14.21,1,2,4,7,171,0,0 / 0 / 0
,,TL vs. P1,Win (2-1),32.71,16.36,3,10,10,27,486,1,0 / 0 / 0
,,TL vs. FOX,Loss (1-2),22.32,11.16,3,5,4,9,433,0,0 / 0 / 0
,,TL vs. CLG,Loss (0-2),11.81,5.91,2,1,7,7,281,0,0 / 0 / 0
,,TL vs. FLY,Loss (0-2),0,0,0,0,0,0,0,0,0 / 0 / 0
,,TL vs. TSM,Loss (0-2),22.68,22.68,1,4,2,9,218,0,0 / 0 / 0
,,TL vs. NV,Win (2-1),20.42,10.21,3,2,6,20,510,0,0 / 0 / 0
,,TL vs. P1,Win (2-0),39.3,19.65,2,7,3,16,280,0,0 / 0 / 0
,,TL vs. IMT,Loss (0-2),0,0,0,0,0,0,0,0,0 / 0 / 0
,,TL vs. C9,Loss (1-2),21.97,10.99,2,6,4,6,297,0,0 / 0 / 0
,,TL vs. FLY,Loss (1-2),0,0,0,0,0,0,0,0,0 / 0 / 0
,,TL vs. DIG,Loss (1-2),0,0,0,0,0,0,0,0,0 / 0 / 0
Slooshi,Mid,Team Liquid,,77.68,11.1,8,25,18,31,"2,357",0,0 / 0 / 0
,,TL vs. FOX,Loss (0-2),10.85,5.43,2,1,4,3,635,0,0 / 0 / 0
,,TL vs. C9,Loss (0-2),21.42,10.71,2,5,6,6,542,0,0 / 0 / 0
,,TL vs. P1,Win (2-1),39.9,19.95,3,19,7,20,879,0,0 / 0 / 0
,,TL vs. FOX,Loss (1-2),5.51,5.51,1,0,1,2,301,0,0 / 0 / 0
Youngbin,AD Carry,Team Liquid,,0,0,0,0,0,0,0,0,0 / 0 / 0
Alderiate,Top,Team Vitality,,0,0,0,0,0,0,0,0,0 / 0 / 0
AoD,Support,Team Vitality,,0,0,0,0,0,0,0,0,0 / 0 / 0
Cabochard,Top,Team Vitality,,427.7,19.44,25,47,57,107,"7,074",1,0 / 0 / 0
,,VIT vs. UOL,Loss (0-2),15.66,7.83,2,0,5,4,433,0,0 / 0 / 0
,,VIT vs. SPY,Loss (0-2),38.92,19.46,2,1,6,10,546,0,0 / 0 / 0
,,VIT vs. MM,Win (2-0),39.94,19.97,2,6,1,15,594,0,0 / 0 / 0
,,VIT vs. H2K,Loss (0-2),21.43,10.72,2,5,8,7,493,0,0 / 0 / 0
,,VIT vs. MSF,Loss (1-2),83.34,41.67,3,7,10,23,"1,003",1,0 / 0 / 0
,,VIT vs. ROC,Win (2-0),75.6,37.8,2,7,1,12,630,0,0 / 0 / 0
,,VIT vs. NIP,Win (2-1),17.31,8.66,3,6,6,10,913,0,0 / 0 / 0
,,VIT vs. FNC,Loss (0-2),17.2,8.6,2,4,8,5,570,0,0 / 0 / 0
,,VIT vs. G2,Loss (1-2),51.54,25.77,3,7,6,9,854,0,0 / 0 / 0
,,VIT vs. MM,Win (2-0),48.64,24.32,2,3,2,9,582,0,0 / 0 / 0
,,VIT vs. H2K,Loss (0-2),18.12,9.06,2,1,4,3,456,0,0 / 0 / 0
Djoko,Jungler,Team Vitality,,367.18,16.69,25,32,69,122,"3,114",2,0 / 0 / 0
,,VIT vs. UOL,Loss (0-2),13.14,6.57,2,3,7,1,257,0,0 / 0 / 0
,,VIT vs. SPY,Loss (0-2),44.2,22.1,2,5,11,10,260,0,0 / 0 / 0
,,VIT vs. MM,Win (2-0),16.8,8.4,2,0,4,11,230,0,0 / 0 / 0
,,VIT vs. H2K,Loss (0-2),14.64,7.32,2,4,9,6,214,0,0 / 0 / 0
,,VIT vs. MSF,Loss (1-2),61.06,30.53,3,4,12,19,481,1,0 / 0 / 0
,,VIT vs. ROC,Win (2-0),84.28,42.14,2,5,2,19,264,1,0 / 0 / 0
,,VIT vs. NIP,Win (2-1),22.22,11.11,3,4,3,19,370,0,0 / 0 / 0
,,VIT vs. FNC,Loss (0-2),13.5,6.75,2,0,5,9,250,0,0 / 0 / 0
,,VIT vs. G2,Loss (1-2),32.78,16.39,3,4,6,10,360,0,0 / 0 / 0
,,VIT vs. MM,Win (2-0),50.56,25.28,2,1,3,15,228,0,0 / 0 / 0
,,VIT vs. H2K,Loss (0-2),14,7,2,2,7,3,200,0,0 / 0 / 0
Nukeduck,Mid,Team Vitality,,461.22,20.96,25,67,58,92,"7,338",2,0 / 0 / 1
,,VIT vs. UOL,Loss (0-2),11.28,5.64,2,1,10,3,414,0,0 / 0 / 0
,,VIT vs. SPY,Loss (0-2),47.06,23.53,2,5,4,7,503,0,0 / 0 / 0
,,VIT vs. MM,Win (2-0),36.92,18.46,2,9,0,9,542,0,0 / 0 / 0
,,VIT vs. H2K,Loss (0-2),16.27,8.14,2,5,6,3,477,0,0 / 0 / 0
,,VIT vs. MSF,Loss (1-2),94.46,47.23,3,11,13,19,"1,096",1,0 / 0 / 0
,,VIT vs. ROC,Win (2-0),95.16,47.58,2,13,1,10,708,0,0 / 0 / 0
,,VIT vs. NIP,Win (2-1),17.78,8.89,3,11,3,10,970,1,0 / 0 / 1
,,VIT vs. FNC,Loss (0-2),19.29,9.65,2,6,9,4,579,0,0 / 0 / 0
,,VIT vs. G2,Loss (1-2),41.7,20.85,3,3,5,9,934,0,0 / 0 / 0
,,VIT vs. MM,Win (2-0),67.4,33.7,2,2,1,16,620,0,0 / 0 / 0
,,VIT vs. H2K,Loss (0-2),13.9,6.95,2,1,6,2,495,0,0 / 0 / 0
Steeelback,AD Carry,Team Vitality,,476.07,21.64,25,68,42,80,"7,567",1,4 / 0 / 0
,,VIT vs. UOL,Loss (0-2),16.5,8.25,2,2,4,1,475,0,0 / 0 / 0
,,VIT vs. SPY,Loss (0-2),46.32,23.16,2,7,5,4,566,0,0 / 0 / 0
,,VIT vs. MM,Win (2-0),34.64,17.32,2,10,0,4,664,0,1 / 0 / 0
,,VIT vs. H2K,Loss (0-2),15.76,7.88,2,1,7,8,526,0,0 / 0 / 0
,,VIT vs. MSF,Loss (1-2),88.06,44.03,3,14,9,13,"1,136",1,1 / 0 / 0
,,VIT vs. ROC,Win (2-0),89.24,44.62,2,6,1,18,612,0,0 / 0 / 0
,,VIT vs. NIP,Win (2-1),26.68,13.34,3,6,5,14,943,0,1 / 0 / 0
,,VIT vs. FNC,Loss (0-2),14.01,7.01,2,1,4,5,651,0,0 / 0 / 0
,,VIT vs. G2,Loss (1-2),51.6,25.8,3,8,4,7,881,0,0 / 0 / 0
,,VIT vs. MM,Win (2-0),76.16,38.08,2,12,0,4,608,0,1 / 0 / 0
,,VIT vs. H2K,Loss (0-2),17.1,8.55,2,1,3,2,505,0,0 / 0 / 0
Vander,Support,Team Vitality,,327.83,14.9,25,11,56,139,"1,136",4,0 / 0 / 0
,,VIT vs. UOL,Loss (0-2),6.32,3.16,2,0,7,4,66,0,0 / 0 / 0
,,VIT vs. SPY,Loss (0-2),39.14,19.57,2,1,6,13,107,0,0 / 0 / 0
,,VIT vs. MM,Win (2-0),29.04,14.52,2,1,3,17,104,1,0 / 0 / 0
,,VIT vs. H2K,Loss (0-2),7.1,3.55,2,0,5,6,60,0,0 / 0 / 0
,,VIT vs. MSF,Loss (1-2),58.96,29.48,3,2,12,24,161,1,0 / 0 / 0
,,VIT vs. ROC,Win (2-0),63.02,31.51,2,0,3,20,101,1,0 / 0 / 0
,,VIT vs. NIP,Win (2-1),15.05,7.53,3,3,4,16,151,0,0 / 0 / 0
,,VIT vs. FNC,Loss (0-2),10.1,5.05,2,1,7,7,110,0,0 / 0 / 0
,,VIT vs. G2,Loss (1-2),39.62,19.81,3,2,4,13,102,1,0 / 0 / 0
,,VIT vs. MM,Win (2-0),49.88,24.94,2,1,1,15,94,0,0 / 0 / 0
,,VIT vs. H2K,Loss (0-2),9.6,4.8,2,0,4,4,80,0,0 / 0 / 0
Biofrost,Support,TSM,,592.8,16.47,41,31,86,401,"1,398",20,0 / 0 / 0
,,TSM vs. C9,Win (2-0),41.67,20.84,2,1,2,24,67,2,0 / 0 / 0
,,TSM vs. IMT,Loss (0-2),11.51,5.76,2,0,5,9,51,0,0 / 0 / 0
,,TSM vs. DIG,Loss (1-2),36.67,18.34,3,4,6,26,91,1,0 / 0 / 0
,,TSM vs. CLG,Win (2-1),41.51,20.76,3,3,7,41,93,2,0 / 0 / 0
,,TSM vs. TL,Win (2-0),34.36,17.18,2,4,6,18,36,1,0 / 0 / 0
,,TSM vs. NV,Win (2-0),38.28,19.14,2,1,2,23,78,1,0 / 0 / 0
,,TSM vs. FLY,Win (2-0),34.2,17.1,2,2,2,19,70,1,0 / 0 / 0
,,TSM vs. FOX,Win (2-0),29.65,14.83,2,2,4,18,65,0,0 / 0 / 0
,,TSM vs. C9,Loss (1-2),14.68,7.34,3,2,10,15,93,0,0 / 0 / 0
,,TSM vs. IMT,Win (2-0),44.76,22.38,2,2,3,25,76,2,0 / 0 / 0
,,TSM vs. P1,Win (2-0),30.28,15.14,2,2,4,17,78,1,0 / 0 / 0
,,TSM vs. TL,Win (2-0),31.75,15.88,2,0,2,20,75,1,0 / 0 / 0
,,TSM vs. DIG,Loss (0-2),20.08,10.04,2,0,4,13,58,1,0 / 0 / 0
,,TSM vs. FOX,Win (2-1),33.08,16.54,3,1,7,35,98,2,0 / 0 / 0
,,TSM vs. FLY,Win (2-0),39.41,19.71,2,1,6,25,91,1,0 / 0 / 0
,,TSM vs. NV,Win (2-1),27.26,13.63,3,3,6,23,113,1,0 / 0 / 0
,,TSM vs. P1,Win (2-0),36.49,18.25,2,1,5,23,49,1,0 / 0 / 0
,,TSM vs. CLG,Win (2-0),47.16,23.58,2,2,5,27,116,2,0 / 0 / 0
Bjergsen,Mid,TSM,,788.25,21.9,41,193,67,261,"12,840",8,4 / 0 / 0
,,TSM vs. C9,Win (2-0),48.48,24.24,2,10,3,14,698,0,1 / 0 / 0
,,TSM vs. IMT,Loss (0-2),15.97,7.99,2,1,5,7,597,0,0 / 0 / 0
,,TSM vs. DIG,Loss (1-2),38.6,19.3,3,9,4,16,971,1,0 / 0 / 0
,,TSM vs. CLG,Win (2-1),46.07,23.04,3,17,6,19,884,1,0 / 0 / 0
,,TSM vs. TL,Win (2-0),50.04,25.02,2,7,4,20,604,1,0 / 0 / 0
,,TSM vs. NV,Win (2-0),44.34,22.17,2,12,2,10,634,0,0 / 0 / 0
,,TSM vs. FLY,Win (2-0),50.26,25.13,2,7,2,20,526,1,0 / 0 / 0
,,TSM vs. FOX,Win (2-0),30.53,15.27,2,7,3,8,603,0,0 / 0 / 0
,,TSM vs. C9,Loss (1-2),34.59,17.3,3,11,8,15,870,0,0 / 0 / 0
,,TSM vs. IMT,Win (2-0),57.73,28.87,2,17,5,12,623,1,0 / 0 / 0
,,TSM vs. P1,Win (2-0),45.08,22.54,2,9,2,15,558,0,0 / 0 / 0
,,TSM vs. TL,Win (2-0),49.45,24.73,2,13,6,11,595,1,1 / 0 / 0
,,TSM vs. DIG,Loss (0-2),35.8,17.9,2,9,4,9,630,0,0 / 0 / 0
,,TSM vs. FOX,Win (2-1),44.49,22.25,3,14,2,27,781,1,0 / 0 / 0
,,TSM vs. FLY,Win (2-0),54.04,27.02,2,12,1,15,604,0,1 / 0 / 0
,,TSM vs. NV,Win (2-1),32.21,16.11,3,14,4,11,"1,305",0,0 / 0 / 0
,,TSM vs. P1,Win (2-0),55.71,27.86,2,10,1,19,571,1,0 / 0 / 0
,,TSM vs. CLG,Win (2-0),54.86,27.43,2,14,5,13,786,0,1 / 0 / 0
Doublelift,AD Carry,TSM,,693.24,19.26,41,149,82,248,"13,187",9,7 / 0 / 0
,,TSM vs. C9,Win (2-0),47.84,23.92,2,9,4,15,734,1,0 / 0 / 0
,,TSM vs. IMT,Loss (0-2),20.1,10.05,2,4,6,6,610,0,0 / 0 / 0
,,TSM vs. DIG,Loss (1-2),39.06,19.53,3,13,5,11,"1,075",1,0 / 0 / 0
,,TSM vs. CLG,Win (2-1),34.69,17.35,3,8,8,24,954,2,0 / 0 / 0
,,TSM vs. TL,Win (2-0),28.55,14.28,2,5,3,9,655,0,0 / 0 / 0
,,TSM vs. NV,Win (2-0),46.01,23.01,2,7,3,17,601,1,0 / 0 / 0
,,TSM vs. FLY,Win (2-0),40.56,20.28,2,9,2,12,556,0,0 / 0 / 0
,,TSM vs. FOX,Win (2-0),39.14,19.57,2,7,4,14,614,0,0 / 0 / 0
,,TSM vs. C9,Loss (1-2),19.89,9.95,3,3,5,12,838,0,0 / 0 / 0
,,TSM vs. IMT,Win (2-0),46.44,23.22,2,6,3,18,694,0,1 / 0 / 0
,,TSM vs. P1,Win (2-0),33.67,16.84,2,8,4,8,567,0,1 / 0 / 0
,,TSM vs. TL,Win (2-0),49.72,24.86,2,13,6,11,622,1,1 / 0 / 0
,,TSM vs. DIG,Loss (0-2),25.28,12.64,2,4,8,10,628,0,0 / 0 / 0
,,TSM vs. FOX,Win (2-1),34.37,17.19,3,14,4,21,804,1,1 / 0 / 0
,,TSM vs. FLY,Win (2-0),53.08,26.54,2,10,1,16,558,1,1 / 0 / 0
,,TSM vs. NV,Win (2-1),31.09,15.55,3,6,9,16,"1,352",0,0 / 0 / 0
,,TSM vs. P1,Win (2-0),42.96,21.48,2,11,3,10,546,0,1 / 0 / 0
,,TSM vs. CLG,Win (2-0),60.79,30.4,2,12,4,18,779,1,1 / 0 / 0
Hauntzer,Top,TSM,,621.21,17.26,41,102,118,279,"12,628",9,2 / 0 / 0
,,TSM vs. C9,Win (2-0),25.2,12.6,2,2,5,11,720,0,0 / 0 / 0
,,TSM vs. IMT,Loss (0-2),16.04,8.02,2,4,8,4,604,0,0 / 0 / 0
,,TSM vs. DIG,Loss (1-2),33.04,16.52,3,5,12,16,"1,037",1,0 / 0 / 0
,,TSM vs. CLG,Win (2-1),36.42,18.21,3,8,12,24,"1,012",1,0 / 0 / 0
,,TSM vs. TL,Win (2-0),37.12,18.56,2,7,4,12,712,0,0 / 0 / 0
,,TSM vs. NV,Win (2-0),30.21,15.11,2,4,3,12,571,0,0 / 0 / 0
,,TSM vs. FLY,Win (2-0),48.03,24.02,2,8,5,17,503,1,1 / 0 / 0
,,TSM vs. FOX,Win (2-0),26,13,2,2,4,12,600,0,0 / 0 / 0
,,TSM vs. C9,Loss (1-2),28.87,14.44,3,8,8,13,796,0,0 / 0 / 0
,,TSM vs. IMT,Win (2-0),46.06,23.03,2,4,7,21,606,2,0 / 0 / 0
,,TSM vs. P1,Win (2-0),37.09,18.55,2,5,5,16,559,0,0 / 0 / 0
,,TSM vs. TL,Win (2-0),42.53,21.27,2,5,6,18,653,1,0 / 0 / 0
,,TSM vs. DIG,Loss (0-2),21.9,10.95,2,3,5,8,640,0,0 / 0 / 0
,,TSM vs. FOX,Win (2-1),34.02,17.01,3,13,8,23,766,1,0 / 0 / 0
,,TSM vs. FLY,Win (2-0),49.31,24.66,2,7,5,19,531,1,1 / 0 / 0
,,TSM vs. NV,Win (2-1),24.42,12.21,3,3,10,20,"1,223",0,0 / 0 / 0
,,TSM vs. P1,Win (2-0),44.35,22.18,2,10,6,15,485,0,0 / 0 / 0
,,TSM vs. CLG,Win (2-0),40.6,20.3,2,4,5,18,610,1,0 / 0 / 0
MrRalleZ,AD Carry,TSM,,0,0,0,0,0,0,0,0,0 / 0 / 0
Reginald,Mid,TSM,,0,0,0,0,0,0,0,0,0 / 0 / 0
Shynon,AD Carry,TSM,,0,0,0,0,0,0,0,0,0 / 0 / 0
Svenskeren,Jungler,TSM,,603.5,16.76,41,106,127,303,"5,821",11,2 / 0 / 0
,,TSM vs. C9,Win (2-0),32.99,16.5,2,9,4,9,349,0,0 / 0 / 0
,,TSM vs. IMT,Loss (0-2),14.1,7.05,2,3,11,7,310,0,0 / 0 / 0
,,TSM vs. DIG,Loss (1-2),18.74,9.37,3,3,14,14,344,0,0 / 0 / 0
,,TSM vs. CLG,Win (2-1),53.11,26.56,3,18,8,25,445,2,1 / 0 / 0
,,TSM vs. TL,Win (2-0),35.96,17.98,2,5,6,16,296,1,0 / 0 / 0
,,TSM vs. NV,Win (2-0),40.24,20.12,2,9,3,14,274,0,0 / 0 / 0
,,TSM vs. FLY,Win (2-0),43.97,21.99,2,11,6,15,247,0,0 / 0 / 0
,,TSM vs. FOX,Win (2-0),31.14,15.57,2,6,1,11,314,0,0 / 0 / 0
,,TSM vs. C9,Loss (1-2),18.34,9.17,3,6,12,14,390,0,0 / 0 / 0
,,TSM vs. IMT,Win (2-0),30.42,15.21,2,5,7,14,292,0,0 / 0 / 0
,,TSM vs. P1,Win (2-0),33.47,16.74,2,4,6,17,297,0,0 / 0 / 0
,,TSM vs. TL,Win (2-0),36.8,18.4,2,3,5,19,280,1,0 / 0 / 0
,,TSM vs. DIG,Loss (0-2),23.33,11.67,2,3,7,12,283,0,0 / 0 / 0
,,TSM vs. FOX,Win (2-1),36.18,18.09,3,8,7,27,343,2,1 / 0 / 0
,,TSM vs. FLY,Win (2-0),53.21,26.61,2,4,1,26,271,2,0 / 0 / 0
,,TSM vs. NV,Win (2-1),20.47,10.24,3,6,14,16,483,0,0 / 0 / 0
,,TSM vs. P1,Win (2-0),32.36,16.18,2,1,6,19,286,1,0 / 0 / 0
,,TSM vs. CLG,Win (2-0),48.67,24.34,2,2,9,28,317,2,0 / 0 / 0
Swifte,Support,TSM,,0,0,0,0,0,0,0,0,0 / 0 / 0
TheOddOne,Jungler,TSM,,0,0,0,0,0,0,0,0,0 / 0 / 0
AudreyLaSapa,Support,Unicorns of Love,,0,0,0,0,0,0,0,0,0 / 0 / 0
Exileh,Mid,Unicorns of Love,,525.97,23.91,30,100,111,150,"7,767",3,2 / 0 / 0
,,UOL vs. VIT,Win (2-0),88.48,44.24,2,12,2,11,474,0,0 / 0 / 0
,,UOL vs. MM,Win (2-0),38.78,19.39,2,10,8,12,478,0,0 / 0 / 0
,,UOL vs. H2K,Win (2-1),22.58,11.29,3,11,16,17,706,1,0 / 0 / 0
,,UOL vs. SPY,Loss (1-2),53.34,26.67,3,5,16,17,712,0,0 / 0 / 0
,,UOL vs. G2,Win (2-1),42.44,21.22,3,5,6,15,681,0,0 / 0 / 0
,,UOL vs. NIP,Win (2-1),75.58,37.79,3,9,10,23,788,1,0 / 0 / 0
,,UOL vs. MSF,Win (2-1),51.32,25.66,3,11,13,15,913,0,0 / 0 / 0
,,UOL vs. ROC,Loss (1-2),20.83,10.42,3,10,11,12,800,0,1 / 0 / 0
,,UOL vs. FNC,Loss (1-2),41.96,20.98,3,15,13,12,751,1,1 / 0 / 0
,,UOL vs. MM,Win (2-1),57.08,28.54,3,9,13,12,835,0,0 / 0 / 0
,,UOL vs. SPY,Win (2-0),33.58,16.79,2,3,3,4,629,0,0 / 0 / 0
Hylissang,Support,Unicorns of Love,,530.42,24.11,30,27,100,268,"1,199",12,0 / 0 / 0
,,UOL vs. VIT,Win (2-0),89.36,44.68,2,3,1,23,68,2,0 / 0 / 0
,,UOL vs. MM,Win (2-0),43.26,21.63,2,2,6,25,76,2,0 / 0 / 0
,,UOL vs. H2K,Win (2-1),39.44,19.72,3,2,10,42,85,2,0 / 0 / 0
,,UOL vs. SPY,Loss (1-2),53.32,26.66,3,3,13,19,101,0,0 / 0 / 0
,,UOL vs. G2,Win (2-1),37.72,18.86,3,3,7,16,83,0,0 / 0 / 0
,,UOL vs. NIP,Win (2-1),60.84,30.42,3,3,10,27,141,1,0 / 0 / 0
,,UOL vs. MSF,Win (2-1),51.7,25.85,3,3,18,31,103,2,0 / 0 / 0
,,UOL vs. ROC,Loss (1-2),23.53,11.77,3,1,12,22,113,1,0 / 0 / 0
,,UOL vs. FNC,Loss (1-2),31.25,15.63,3,1,10,24,134,1,0 / 0 / 0
,,UOL vs. MM,Win (2-1),58.74,29.37,3,6,9,25,132,1,0 / 0 / 0
,,UOL vs. SPY,Win (2-0),41.26,20.63,2,0,4,14,163,0,0 / 0 / 0
Samux,AD Carry,Unicorns of Love,,665.34,30.24,30,127,52,164,"8,652",6,1 / 0 / 0
,,UOL vs. VIT,Win (2-0),84.96,42.48,2,10,1,12,498,0,0 / 0 / 0
,,UOL vs. MM,Win (2-0),59.66,29.83,2,18,2,10,566,1,1 / 0 / 0
,,UOL vs. H2K,Win (2-1),47.97,23.99,3,21,5,22,849,2,0 / 0 / 0
,,UOL vs. SPY,Loss (1-2),69.14,34.57,3,12,7,11,794,0,0 / 0 / 0
,,UOL vs. G2,Win (2-1),42.32,21.16,3,6,5,10,771,0,0 / 0 / 0
,,UOL vs. NIP,Win (2-1),77.04,38.52,3,8,6,23,900,1,0 / 0 / 0
,,UOL vs. MSF,Win (2-1),68.24,34.12,3,14,3,16,"1,035",0,0 / 0 / 0
,,UOL vs. ROC,Loss (1-2),38.39,19.2,3,11,3,15,834,0,0 / 0 / 0
,,UOL vs. FNC,Loss (1-2),34.84,17.42,3,5,11,19,861,1,0 / 0 / 0
,,UOL vs. MM,Win (2-1),88.02,44.01,3,17,6,18,856,1,0 / 0 / 0
,,UOL vs. SPY,Win (2-0),54.76,27.38,2,5,3,8,688,0,0 / 0 / 0
